Player,Pos,Tm,Cap Hit,year
Dre Kirkpatrick,CB,CIN,"$4,750,000",2018
Whitney Mercilus,DE,HOU,"$4,750,000",2018
Trai Turner,OG,CAR,"$4,703,000",2018
Michael Johnson,DE,CIN,"$4,550,000",2018
Clint Boling,OL,CIN,"$4,550,000",2018
Max Unger,C,NOR,"$4,500,000",2018
Akiem Hicks,DE,CHI,"$4,500,000",2018
Barry Church,DB,JAX,"$4,500,000",2018
Brandon Mebane,DT,LAC,"$4,500,000",2018
Darian Stewart,DB,DEN,"$4,500,000",2018
Ryan Kalil,C,CAR,"$4,500,000",2018
Jahleel Addae,S,LAC,"$4,500,000",2018
Ben Jones,C,TEN,"$4,500,000",2018
Charles Clay,TE,BUF,"$4,500,000",2018
Brandon Carr,DB,BAL,"$4,500,000",2018
James Carpenter,OL,NYJ,"$4,450,000",2018
La'el Collins,OT,DAL,"$4,350,000",2018
Gabe Jackson,OG,OAK,"$4,250,000",2018
Larry Warford,OG,NOR,"$4,250,000",2018
Bobby Massie,T,CHI,"$4,250,000",2018
A.J. Klein,ILB,NOR,"$4,100,000",2018
Marcus Gilbert,OL,PIT,"$4,050,000",2018
Tom Brady,QB,NWE,"$4,000,000",2018
Casey Hayward,DB,LAC,"$4,000,000",2018
Marcus Cannon,OL,NWE,"$4,000,000",2018
Bilal Powell,RB,NYJ,"$4,000,000",2018
Jermey Parnell,T,JAX,"$4,000,000",2018
William Hayes,DE,MIA,"$4,000,000",2018
DaQuan Jones,DT,TEN,"$4,000,000",2018
Nick Foles,QB,PHI,"$4,000,000",2018
Mark Ingram,RB,NOR,"$4,000,000",2018
Avery Williamson,ILB,NYJ,"$4,000,000",2018
Brandin Cooks,WR,LAR,"$4,000,000",2018
Terrell Suggs,LB-DE,BAL,"$4,000,000",2018
Allen Robinson,WR,CHI,"$4,000,000",2018
Demar Dotson,T,TAM,"$3,975,000",2018
Mike Remmers,T,MIN,"$3,900,000",2018
Everson Griffen,DE,MIN,"$3,900,000",2018
Jack Doyle,TE,IND,"$3,900,000",2018
Glover Quin,DB,DET,"$3,850,000",2018
Adam Thielen,WR,MIN,"$3,850,000",2018
Morris Claiborne,CB,NYJ,"$3,850,000",2018
Vontaze Burfict,LB,CIN,"$3,810,000",2018
Stacy McGee,DT,WAS,"$3,750,000",2018
Vernon Davis,TE,WAS,"$3,750,000",2018
Micah Hyde,CB,BUF,"$3,700,000",2018
Domata Peko,DT,DEN,"$3,700,000",2018
Daniel Sorensen,S,KAN,"$3,650,000",2018
Latavius Murray,RB,MIN,"$3,650,000",2018
Dante Fowler,OLB,2TM,"$3,638,216",2018
Brent Grimes,DB,TAM,"$3,500,000",2018
Star Lotulelei,DT,BUF,"$3,500,000",2018
Jarvis Landry,WR,CLE,"$3,500,000",2018
Prince Amukamara,CB,CHI,"$3,500,000",2018
Terrance Williams,WR,DAL,"$3,500,000",2018
Malcolm Butler,CB,TEN,"$3,500,000",2018
Thomas Davis,LB,CAR,"$3,500,000",2018
Andy Levitre,G,ATL,"$3,500,000",2018
Andrew Sendejo,DB,MIN,"$3,450,000",2018
Jordy Nelson,WR,OAK,"$3,400,000",2018
Dwayne Allen,TE,NWE,"$3,380,000",2018
Laurent Duvernay-Tardif,OT,KAN,"$3,310,000",2018
Cole Beasley,WR,DAL,"$3,250,000",2018
Morgan Moses,OT,WAS,"$3,250,000",2018
Andre Hal,CB,HOU,"$3,250,000",2018
Shawn Williams,SS,CIN,"$3,200,000",2018
Stephen Gostkowski,K,NWE,"$3,200,000",2018
Mason Crosby,K,GNB,"$3,150,000",2018
Steve McLendon,DT,NYJ,"$3,125,000",2018
Giovani Bernard,RB,CIN,"$3,100,000",2018
Tahir Whitehead,OLB,OAK,"$3,100,000",2018
Tyson Alualu,DT,PIT,"$3,000,000",2018
Abry Jones,DT,JAX,"$3,000,000",2018
Ricky Wagner,OT,DET,"$3,000,000",2018
Malcolm Smith,OLB,SFO,"$3,000,000",2018
Denico Autry,DE,IND,"$3,000,000",2018
Brooks Reed,DL,ATL,"$3,000,000",2018
Donald Penn,T,OAK,"$3,000,000",2018
Todd Davis,LB,DEN,"$3,000,000",2018
Ted Ginn,WR,NOR,"$3,000,000",2018
Timmy Jernigan,DT,PHI,"$3,000,000",2018
Telvin Smith,ILB,JAX,"$3,000,000",2018
Bryan Anger,P,TAM,"$3,000,000",2018
Brett Kern,P,TEN,"$3,000,000",2018
Weston Richburg,C,SFO,"$3,000,000",2018
Antoine Bethea,DB,ARI,"$3,000,000",2018
Chris Hogan,WR,NWE,"$3,000,000",2018
Vinny Curry,DE,TAM,"$3,000,000",2018
Cordarrelle Patterson,WR,NWE,"$3,000,000",2018
Alec Ogletree,OLB,NYG,"$3,000,000",2018
Jared Goff,QB,LAR,"$2,989,788",2018
Leonard Williams,DT,NYJ,"$2,975,572",2018
Corey Coleman,WR,NYG,"$2,955,922",2018
Justin Tucker,K,BAL,"$2,950,000",2018
Danny Amendola,WR,MIA,"$2,950,000",2018
Adam Humphries,WR,TAM,"$2,914,000",2018
Corey Grant,RB,JAX,"$2,914,000",2018
Shaquil Barrett,OLB,DEN,"$2,914,000",2018
Ben Garland,DL,ATL,"$2,914,000",2018
Quincy Enunwa,WR,NYJ,"$2,914,000",2018
Justin Coleman,CB,SEA,"$2,914,000",2018
Brett Jones,C,MIN,"$2,914,000",2018
Ty Nsekhe,T,WAS,"$2,914,000",2018
Tyrell Williams,WR,LAC,"$2,914,000",2018
Matt Paradis,C,DEN,"$2,914,000",2018
Trey Burton,TE,CHI,"$2,800,000",2018
Colt McCoy,QB,WAS,"$2,800,000",2018
Kyle Juszczyk,FB,SFO,"$2,750,000",2018
Matt Schaub,QB,ATL,"$2,750,000",2018
Justin Britt,OT,SEA,"$2,750,000",2018
Sam Koch,P,BAL,"$2,750,000",2018
Darius Slay,CB,DET,"$2,726,269",2018
Ezekiel Elliott,RB,DAL,"$2,718,758",2018
Theo Riddick,RB,DET,"$2,700,000",2018
Wesley Woodyard,LB,TEN,"$2,700,000",2018
Kevin White,WR,CHI,"$2,693,597",2018
Ramon Foster,T,PIT,"$2,675,000",2018
Trent Murphy,DE,BUF,"$2,625,000",2018
Akeem Spence,DT,MIA,"$2,575,000",2018
Jalen Ramsey,CB,JAX,"$2,572,818",2018
Delanie Walker,TE,TEN,"$2,570,000",2018
Britton Colquitt,P,CLE,"$2,550,000",2018
Daniel Kilgore,OL,MIA,"$2,525,000",2018
Chris Long,DE,PHI,"$2,500,000",2018
Phil Dawson,K,ARI,"$2,500,000",2018
Justin Ellis,DT,OAK,"$2,500,000",2018
Taylor Gabriel,WR,CHI,"$2,500,000",2018
Stefen Wisniewski,OL,PHI,"$2,500,000",2018
Allen Hurns,WR,DAL,"$2,500,000",2018
Aaron Colvin,CB,HOU,"$2,500,000",2018
Jordan Poyer,CB,BUF,"$2,500,000",2018
Chris Hubbard,G,CLE,"$2,500,000",2018
Marshawn Lynch,RB,OAK,"$2,500,000",2018
Josh Kline,OL,TEN,"$2,500,000",2018
Rhett Ellison,FB,NYG,"$2,475,000",2018
Lorenzo Alexander,LB,BUF,"$2,450,000",2018
Johnathan Joseph,DB,HOU,"$2,400,000",2018
Sam Martin,P,DET,"$2,325,000",2018
Ronnie Stanley,OT,BAL,"$2,312,212",2018
Nevin Lawson,CB,DET,"$2,300,000",2018
Brandon McManus,K,DEN,"$2,250,000",2018
Ryan Succop,K,TEN,"$2,250,000",2018
Devon Kennard,OLB,DET,"$2,250,000",2018
Jack Crawford,DE,ATL,"$2,250,000",2018
Beau Allen,DT,TAM,"$2,250,000",2018
Seth Roberts,WR,OAK,"$2,250,000",2018
Julius Peppers,DE,CAR,"$2,250,000",2018
Vincent Rey,LB,CIN,"$2,250,000",2018
D.J. Hayden,CB,JAX,"$2,250,000",2018
Brandon Fusco,OL,ATL,"$2,250,000",2018
Ryan Griffin,TE,HOU,"$2,250,000",2018
Vontae Davis,DB,BUF,"$2,250,000",2018
Kareem Martin,DE,NYG,"$2,250,000",2018
Kyle Williams,DT,BUF,"$2,250,000",2018
Chris Conte,DB,TAM,"$2,250,000",2018
Earl Mitchell,DT,SFO,"$2,250,000",2018
Kyle Long,OT,CHI,"$2,248,158",2018
David Irving,DE,DAL,"$2,238,352",2018
Trae Waynes,CB,MIN,"$2,200,142",2018
Aaron Lynch,DE,CHI,"$2,200,000",2018
Matthew Bosher,P,ATL,"$2,200,000",2018
Nickell Robey-Coleman,CB,LAR,"$2,125,000",2018
Greg Zuerlein,K,LAR,"$2,050,000",2018
Danny Shelton,DT,NWE,"$2,030,954",2018
T.J. Carrie,CB,CLE,"$2,000,000",2018
Tramaine Brock,DB,DEN,"$2,000,000",2018
Chase Daniel,QB,CHI,"$2,000,000",2018
Derrick Shelby,DE,ATL,"$2,000,000",2018
Devonta Freeman,RB,ATL,"$2,000,000",2018
Anthony Sherman,RB,KAN,"$2,000,000",2018
Zack Martin,OT,DAL,"$2,000,000",2018
Marcus Gilchrist,DB,OAK,"$2,000,000",2018
Robbie Gould,K,SFO,"$2,000,000",2018
Damion Square,DE,LAC,"$2,000,000",2018
Tyrann Mathieu,CB,HOU,"$2,000,000",2018
Lee Smith,TE,OAK,"$2,000,000",2018
Bennie Logan,DT,TEN,"$2,000,000",2018
Matt Prater,K,DET,"$2,000,000",2018
Von Miller,LB,DEN,"$2,000,000",2018
Ryan Jensen,T,TAM,"$2,000,000",2018
Ryan Fitzpatrick,QB,TAM,"$2,000,000",2018
Richard Sherman,DB,SFO,"$2,000,000",2018
Andrew Norwell,G,JAX,"$2,000,000",2018
Kyle Van Noy,OLB,NWE,"$2,000,000",2018
Dion Lewis,RB,TEN,"$2,000,000",2018
Tyler Lockett,WR,SEA,"$2,000,000",2018
Chris Thompson,RB,WAS,"$1,996,000",2018
Andrus Peat,OT,NOR,"$1,988,657",2018
DeVante Parker,WR,MIA,"$1,918,165",2018
Ricardo Allen,CB,ATL,"$1,914,000",2018
Jordan Berry,P,PIT,"$1,907,000",2018
JJ Nelson,WR,ARI,"$1,907,000",2018
Tyeler Davison,DT,NOR,"$1,907,000",2018
Greg Mancz,C,HOU,"$1,907,000",2018
Rontez Miles,FS,NYJ,"$1,907,000",2018
Jamison Crowder,WR,WAS,"$1,907,000",2018
Za'Darius Smith,DE,BAL,"$1,907,000",2018
T.J. Clemmings,OT,OAK,"$1,907,000",2018
T.J. Jones,WR,DET,"$1,907,000",2018
Stefon Diggs,WR,MIN,"$1,907,000",2018
Jay Ajayi,RB,PHI,"$1,907,000",2018
Daryl Williams,OT,CAR,"$1,907,000",2018
Kwon Alexander,OLB,TAM,"$1,907,000",2018
A.J. Cann,OG,JAX,"$1,907,000",2018
Anthony Chickillo,DE,PIT,"$1,907,000",2018
Adrian Amos,FS,CHI,"$1,907,000",2018
Danielle Hunter,DE,MIN,"$1,907,000",2018
Dion Jordan,DE,SEA,"$1,907,000",2018
Bryce Callahan,CB,CHI,"$1,907,000",2018
Grady Jarrett,DT,ATL,"$1,907,000",2018
Trey Flowers,DE,NWE,"$1,907,000",2018
Josh Bellamy,WR,CHI,"$1,907,000",2018
Kyle Emanuel,OLB,LAC,"$1,907,000",2018
Jesse James,TE,PIT,"$1,907,000",2018
Henry Anderson,DE,NYJ,"$1,907,000",2018
Brent Qvale,T,NYJ,"$1,907,000",2018
Quinton Spain,OG,TEN,"$1,907,000",2018
Neal Sterling,WR,NYJ,"$1,907,000",2018
Max Garcia,C,DEN,"$1,907,000",2018
Jordan Hicks,OLB,PHI,"$1,907,000",2018
Captain Munnerlyn,DB,CAR,"$1,900,000",2018
Nick Perry,DE,GNB,"$1,900,000",2018
Tyler Kroft,TE,CIN,"$1,897,000",2018
Steven Nelson,CB,KAN,"$1,897,000",2018
Jack Conklin,OT,TEN,"$1,895,242",2018
Eli Harold,OLB,DET,"$1,892,000",2018
Melvin Gordon,RB,LAC,"$1,889,968",2018
Leonard Floyd,OLB,CHI,"$1,884,806",2018
David Johnson,RB,ARI,"$1,882,500",2018
Chris Conley,WR,KAN,"$1,882,000",2018
John Miller,OG,BUF,"$1,872,000",2018
Graham Gano,K,CAR,"$1,850,000",2018
Demetrius Harris,TE,KAN,"$1,850,000",2018
Rashaan Melvin,CB,OAK,"$1,850,000",2018
Myles Garrett,DE,CLE,"$1,847,375",2018
Eli Apple,CB,2TM,"$1,827,484",2018
Kevin Johnson,CB,HOU,"$1,805,375",2018
Josh Martin,LB,NYJ,"$1,800,000",2018
Josh Hill,TE,NOR,"$1,800,000",2018
Daren Bates,LB,TEN,"$1,800,000",2018
Arik Armstead,DE,SFO,"$1,777,177",2018
Dan Bailey,K,MIN,"$1,750,000",2018
Garry Gilliam,T,SFO,"$1,750,000",2018
Stephen Hauschka,K,BUF,"$1,750,000",2018
Brynden Trawick,S,TEN,"$1,750,000",2018
E.J. Gaines,CB,CLE,"$1,750,000",2018
Marcus Peters,CB,LAR,"$1,741,931",2018
Vernon Hargreaves,CB,TAM,"$1,738,878",2018
Cameron Erving,OT,KAN,"$1,720,781",2018
Cedric Ogbuehi,OT,CIN,"$1,706,684",2018
Kurt Coleman,LB,NOR,"$1,700,000",2018
Seantrel Henderson,OT,HOU,"$1,700,000",2018
Manti Te'o,ILB,NOR,"$1,700,000",2018
Leonard Fournette,RB,JAX,"$1,699,129",2018
Bud Dupree,DE,PIT,"$1,692,583",2018
Jamon Brown,OT,2TM,"$1,682,647",2018
Shane Ray,DE,DEN,"$1,678,484",2018
Michael Bennett,DE,PHI,"$1,650,000",2018
Garrett Celek,TE,SFO,"$1,650,000",2018
Sheldon Rankins,DT,NOR,"$1,613,786",2018
Byron Jones,CB,DAL,"$1,607,991",2018
Laken Tomlinson,OG,SFO,"$1,600,941",2018
Neiko Thorpe,DB,SEA,"$1,600,000",2018
Jason McCourty,DB,NWE,"$1,600,000",2018
Jacquizz Rodgers,RB,TAM,"$1,600,000",2018
Muhammad Wilkerson,DT,GNB,"$1,600,000",2018
Laremy Tunsil,OT,MIA,"$1,582,514",2018
Jamize Olawale,FB,DAL,"$1,540,000",2018
Clinton McDonald,DT,OAK,"$1,534,118",2018
Johnathan Hankins,DT,OAK,"$1,534,118",2018
Karl Joseph,SS,OAK,"$1,530,392",2018
Julian Edelman,WR,NWE,"$1,529,412",2018
Mike Pennel,DT,NYJ,"$1,500,000",2018
Adrian Clayborn,DL,NWE,"$1,500,000",2018
Zach Fulton,OG,HOU,"$1,500,000",2018
Paul Richardson,WR,WAS,"$1,500,000",2018
Ryan Groy,OG,BUF,"$1,500,000",2018
Billy Turner,OT,DEN,"$1,500,000",2018
Patrick DiMarco,FB,BUF,"$1,500,000",2018
Mike Adams,DB,CAR,"$1,500,000",2018
T.J. McDonald,FS,MIA,"$1,500,000",2018
Antonio Gates,TE,LAC,"$1,500,000",2018
Terrance Mitchell,CB,CLE,"$1,500,000",2018
Jordan Mills,OT,BUF,"$1,500,000",2018
Niles Paul,WR,JAX,"$1,500,000",2018
Cody Davis,S,JAX,"$1,500,000",2018
Blaine Gabbert,QB,TEN,"$1,500,000",2018
Ted Larsen,C,MIA,"$1,500,000",2018
Luke Willson,TE,DET,"$1,500,000",2018
Jeff Heath,S,DAL,"$1,500,000",2018
Al Woods,DT,IND,"$1,500,000",2018
Lerentee McCray,LB,JAX,"$1,500,000",2018
Bradley McDougald,FS,SEA,"$1,500,000",2018
Margus Hunt,DE,IND,"$1,500,000",2018
Carlos Hyde,RB,2TM,"$1,500,000",2018
Duron Harmon,FS,NWE,"$1,500,000",2018
Marquette King,P,DEN,"$1,500,000",2018
Tramon Williams,DB,GNB,"$1,500,000",2018
Tavon Wilson,FS,DET,"$1,500,000",2018
Bruce Irvin,DE,2TM,"$1,500,000",2018
Malcom Brown,DT,NWE,"$1,473,167",2018
Odell Beckham,WR,NYG,"$1,459,000",2018
D.J. Humphries,OT,ARI,"$1,450,288",2018
Jimmy Graham,TE,GNB,"$1,450,000",2018
Sam Acho,OLB,CHI,"$1,450,000",2018
Spencer Ware,RB,KAN,"$1,450,000",2018
Marquise Goodwin,WR,SFO,"$1,450,000",2018
Taylor Decker,OT,DET,"$1,446,998",2018
Keanu Neal,FS,ATL,"$1,426,150",2018
Kevin Pierre-Louis,OLB,NYJ,"$1,411,765",2018
Ryan Kelly,C,IND,"$1,400,089",2018
Eric Kush,C,CHI,"$1,400,000",2018
Jonathan Stewart,RB,NYG,"$1,400,000",2018
Lawrence Guy,DT,NWE,"$1,400,000",2018
Coty Sensabaugh,CB,PIT,"$1,400,000",2018
Kevin Huber,P,CIN,"$1,400,000",2018
Terrence Brooks,FS,NYJ,"$1,400,000",2018
Sylvester Williams,DT,2TM,"$1,400,000",2018
Anthony Levine,S,BAL,"$1,400,000",2018
Shaq Lawson,DE,BUF,"$1,384,452",2018
Darron Lee,OLB,NYJ,"$1,379,241",2018
Will Fuller,WR,HOU,"$1,378,028",2018
Josh Doctson,WR,WAS,"$1,363,604",2018
Mike Williams,WR,LAC,"$1,362,724",2018
Laquon Treadwell,WR,MIN,"$1,353,180",2018
Tress Way,P,WAS,"$1,350,000",2018
William Jackson,CB,CIN,"$1,332,331",2018
Artie Burns,CB,PIT,"$1,321,907",2018
Kenny Clark,DT,GNB,"$1,301,059",2018
Derrick Johnson,LB,OAK,"$1,300,000",2018
Rafael Bush,S,BUF,"$1,300,000",2018
Vlad Ducasse,G,BUF,"$1,300,000",2018
Ryan Allen,P,NWE,"$1,300,000",2018
Joshua Garnett,OG,SFO,"$1,295,846",2018
Craig Robertson,LB,NOR,"$1,275,000",2018
Connor Barwin,DE,NYG,"$1,270,000",2018
Landon Collins,SS,NYG,"$1,269,620",2018
Mario Edwards,DE,NYG,"$1,255,521",2018
Ethan Westbrooks,DE,LAR,"$1,250,000",2018
Senio Kelemete,T,HOU,"$1,250,000",2018
K'Waun Williams,DB,SFO,"$1,250,000",2018
Cody Parkey,K,CHI,"$1,250,000",2018
Kenny Wiggins,T,DET,"$1,250,000",2018
Zach Kerr,NT,DEN,"$1,250,000",2018
Eric Ebron,TE,IND,"$1,250,000",2018
Corey Peters,DT,ARI,"$1,250,000",2018
Johnson Bademosi,DB,HOU,"$1,250,000",2018
Lance Kendricks,TE,GNB,"$1,250,000",2018
Christian McCaffrey,RB,CAR,"$1,248,695",2018
John Ross,WR,CIN,"$1,242,994",2018
T.J. Yeldon,RB,JAX,"$1,241,421",2018
Robert Nkemdiche,DT,ARI,"$1,231,873",2018
Preston Smith,DE,WAS,"$1,223,094",2018
Mark Glowinski,OG,IND,"$1,219,000",2018
Vernon Butler,DT,CAR,"$1,213,319",2018
Eddie Goldman,DT,CHI,"$1,210,407",2018
Germain Ifedi,OT,SEA,"$1,201,373",2018
